segment;point;x;y;vStop;vFlow;attributes;aSteering;aHeading;label;version
52;7;-2092;2674;1000;700;0x00000000;0;10890;;
52;8;-2126;2765;1000;700;0x00000000;0;11289;;
52;9;-2168;2854;1000;700;0x00000000;0;11748;;
52;10;-2216;2938;1000;700;0x00000000;0;12213;;
52;11;-2271;3018;1000;700;0x00000000;0;12687;;
52;12;-2333;3094;1000;700;0x00000000;0;13210;;
52;13;-2402;3163;1000;700;0x00000000;0;13749;;
52;14;-2477;3226;1000;700;0x00000000;0;14249;;
52;15;-2557;3282;1000;700;0x00000000;0;14778;;
52;16;-2642;3330;1000;700;0x00000000;0;15252;;
52;17;-2730;3372;900;700;0x00000000;0;15672;;
52;18;-2821;3407;800;700;0x00000000;0;16082;;
52;19;-2914;3436;700;700;0x00000000;0;16462;;
52;20;-3010;3459;600;700;0x00000000;0;16823;;
52;21;-3106;3476;500;700;0x00000000;0;17116;;
52;22;-3203;3489;400;700;0x00000000;0;17414;;
52;23;-3301;3496;300;700;0x00000000;0;17677;;
52;24;-3398;3500;200;700;0x00000000;0;17885;;
52;25;-3500;3500;100;700;0x00000002;0;18000;;
53;0;-8500;3000;600;180;0x40060001;0;27000;;
53;1;-8500;2901;500;180;0x40060000;0;27000;;
53;2;-8500;2801;400;180;0x40060000;0;27000;;
53;3;-8500;2701;300;180;0x40060000;0;27000;;
53;4;-8500;2601;200;180;0x40060000;0;27000;;
53;5;-8500;2500;100;180;0x40060002;0;27000;;
